arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms
gemini_3_5_flash__semantic,H03,oil is spraying out of a split hose on Machine 3 and pressure has gone to zero,2,Xs4,HIGH,0.95,[gemini-3.5-flash] Oil pressure sensor Xs4 critical — zero pressure detected due to a ruptured hose.,False,1,4380.383014678955
gemini_3_5_flash__semantic,H04,Machine 4 threw a bearing and the spindle is locked solid,0,Xs2,HIGH,0.96,[gemini-3.5-flash] Bearing temperature sensor Xs2 critical — catastrophic bearing failure has locked the spindle solid.,False,1,7096.799612045288
gemini_3_5_flash__semantic,H04,Machine 4 threw a bearing and the spindle is locked solid,1,Xs2,HIGH,0.96,[gemini-3.5-flash] Bearing temperature sensor Xs2 critical — catastrophic bearing failure has locked the spindle solid.,False,1,7056.278467178345
gemini_3_5_flash__semantic,H04,Machine 4 threw a bearing and the spindle is locked solid,2,W0,HIGH,0.95,[gemini-3.5-flash] Motor RPM sensor W0 indicates a complete shaft lock and spindle seizure due to a catastrophic bearing failure.,False,1,5669.737100601196
gemini_3_5_flash__semantic,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,0,W3,HIGH,0.95,[gemini-3.5-flash] Coolant flow sensor W3 critical — zero flow detected and cutting head overheating.,False,1,4262.706995010376
gemini_3_5_flash__semantic,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,1,W3,HIGH,0.95,[gemini-3.5-flash] Coolant flow sensor W3 critical — zero flow detected and cutting head overheating.,False,1,4391.921758651733
gemini_3_5_flash__semantic,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,2,W3,HIGH,0.95,[gemini-3.5-flash] Coolant flow sensor W3 critical — zero flow detected and cutting head overheating.,False,1,4358.719348907471
gemini_3_5_flash__semantic,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",0,W0,HIGH,0.95,[gemini-3.5-flash] Motor RPM sensor W0 indicates complete motor failure and zero rotation due to burnt windings.,False,1,3616.163730621338
gemini_3_5_flash__semantic,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",1,W0,HIGH,0.95,[gemini-3.5-flash] Motor RPM sensor W0 indicates complete motor failure and zero rotation due to burnt windings.,False,1,3539.3970012664795
gemini_3_5_flash__semantic,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",2,W0,HIGH,0.95,[gemini-3.5-flash] Motor RPM sensor W0 indicates complete motor failure and zero rotation due to burnt windings.,False,1,4605.135202407837
gemini_3_5_flash__semantic,H07,M2 bearing gone. grinding noise then a bang. line down,0,Xs2,HIGH,0.95,[gemini-3.5-flash] Bearing temperature sensor Xs2 critical — catastrophic bearing failure causing line shutdown.,False,1,3611.8953227996826
gemini_3_5_flash__semantic,H07,M2 bearing gone. grinding noise then a bang. line down,1,Xs2,HIGH,0.95,[gemini-3.5-flash] Bearing temperature sensor Xs2 critical — catastrophic bearing failure causing line shutdown.,False,1,3467.445135116577
gemini_3_5_flash__semantic,H07,M2 bearing gone. grinding noise then a bang. line down,2,Xs2,HIGH,0.95,[gemini-3.5-flash] Bearing temperature sensor Xs2 critical — catastrophic bearing failure causing line shutdown.,False,1,3413.5050773620605
gemini_3_5_flash__semantic,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",0,Xs4,HIGH,0.95,[gemini-3.5-flash] Oil pressure sensor Xs4 critical — pump housing cracked causing catastrophic oil loss.,False,1,4191.568851470947
gemini_3_5_flash__semantic,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",1,Xs4,HIGH,0.95,[gemini-3.5-flash] Oil pressure sensor Xs4 critical — pump housing cracked causing catastrophic lubricant loss.,False,1,4150.97188949585
gemini_3_5_flash__semantic,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",2,Xs4,HIGH,0.95,[gemini-3.5-flash] Oil pressure sensor Xs4 critical — pump housing cracked causing catastrophic lubricant loss.,False,1,4317.636966705322
gemini_3_5_flash__semantic,H09,"Machine 4 gearbox has let go, the teeth are sheared off",0,Xs7,HIGH,0.96,[gemini-3.5-flash] Gearbox mechanical failure on Machine 4 with sheared teeth causing critical torque anomaly on sensor Xs7.,False,1,5072.650194168091
gemini_3_5_flash__semantic,H09,"Machine 4 gearbox has let go, the teeth are sheared off",1,Xs7,HIGH,0.96,[gemini-3.5-flash] Gearbox mechanical failure on Machine 4 with sheared teeth causing critical torque anomaly on sensor Xs7.,False,1,4878.704309463501
gemini_3_5_flash__semantic,H09,"Machine 4 gearbox has let go, the teeth are sheared off",2,Xs7,HIGH,0.96,[gemini-3.5-flash] Gearbox mechanical failure on Machine 4 with sheared teeth causing critical torque anomaly on sensor Xs7.,False,1,5129.594087600708
gemini_3_5_flash__semantic,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,0,Xs3,HIGH,0.95,[gemini-3.5-flash] Motor temperature sensor Xs3 critical — rapid thermal spike caused breaker trip.,False,1,3144.3207263946533
gemini_3_5_flash__semantic,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,1,Xs3,HIGH,0.95,[gemini-3.5-flash] Motor temperature sensor Xs3 critical — rapid thermal spike caused breaker trip.,False,1,3026.334762573242
gemini_3_5_flash__semantic,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,2,Xs3,HIGH,0.95,[gemini-3.5-flash] Motor temperature sensor Xs3 critical — rapid thermal spike caused breaker trip.,False,1,3258.3649158477783
gemini_3_5_flash__semantic,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",0,Xs2,HIGH,0.94,[gemini-3.5-flash] Bearing temperature sensor Xs2 critical — imminent thermal failure detected.,False,1,3421.3614463806152
gemini_3_5_flash__semantic,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",1,Xs2,HIGH,0.94,[gemini-3.5-flash] Bearing temperature sensor Xs2 critical — imminent thermal failure detected.,False,1,3226.0050773620605
gemini_3_5_flash__semantic,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",2,Xs2,HIGH,0.94,[gemini-3.5-flash] Bearing temperature sensor Xs2 critical — imminent thermal failure detected.,False,1,3196.1817741394043
gemini_3_5_flash__semantic,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,0,Xs0,HIGH,0.96,[gemini-3.5-flash] Vibration sensor Xs0 critical — rotor has torn loose from its mount causing catastrophic imbalance.,False,1,3821.954965591431
gemini_3_5_flash__semantic,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,1,Xs0,HIGH,0.96,[gemini-3.5-flash] Vibration sensor Xs0 critical — rotor has torn loose from its mount causing catastrophic mechanical failure.,False,1,3819.5340633392334
gemini_3_5_flash__semantic,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,2,Xs0,HIGH,0.96,[gemini-3.5-flash] Vibration sensor Xs0 critical — rotor has torn loose from its mount causing catastrophic imbalance.,False,1,4311.530351638794
gemini_3_5_flash__semantic,H13,"Machine 3 ka shaft toot gaya, machine band karni padi",0,W0,HIGH,0.95,[gemini-3.5-flash] Motor RPM sensor W0 indicates sudden shaft breakage and complete machine shutdown.,False,1,4455.415725708008
gemini_3_5_flash__semantic,H13,"Machine 3 ka shaft toot gaya, machine band karni padi",1,W0,HIGH,0.95,[gemini-3.5-flash] Motor RPM sensor W0 indicates critical shaft breakage and immediate machine shutdown.,False,1,3683.33101272583
gemini_3_5_flash__semantic,H13,"Machine 3 ka shaft toot gaya, machine band karni padi",2,W0,HIGH,0.95,[gemini-3.5-flash] Motor RPM sensor W0 indicates critical shaft breakage and immediate machine shutdown.,False,1,3766.236305236816
gemini_3_5_flash__semantic,H14,early this morning the Machine 4 hydraulic line split and the press dropped its ram,0,Xs4,HIGH,0.95,[gemini-3.5-flash] Hydraulic line rupture on Machine 4 causing critical loss of oil pressure on sensor Xs4.,False,1,4566.08510017395
gemini_3_5_flash__semantic,H14,early this morning the Machine 4 hydraulic line split and the press dropped its ram,1,Xs4,HIGH,0.95,[gemini-3.5-flash] Hydraulic line rupture on Machine 4 causing critical loss of oil pressure on sensor Xs4.,False,1,4842.572927474976
gemini_3_5_flash__semantic,H14,early this morning the Machine 4 hydraulic line split and the press dropped its ram,2,Xs4,HIGH,0.95,[gemini-3.5-flash] Hydraulic line rupture on Machine 4 causing critical loss of oil pressure on sensor Xs4.,False,1,4683.330774307251
gpt_oss_120b__production,L01,Machine 1 bearing is running a couple of degrees warmer than it did last week,0,Xs2,MEDIUM,0.72,"[gpt-oss-120b] Bearing temperature sensor Xs2 shows a moderate increase, indicating early bearing wear.",False,1,3322.031021118164
gpt_oss_120b__production,L01,Machine 1 bearing is running a couple of degrees warmer than it did last week,1,Xs2,LOW,0.55,"[gpt-oss-120b] Bearing temperature sensor Xs2 indicates a slight rise, suggesting early overheating.",False,1,2976.07159614563
gpt_oss_120b__production,L01,Machine 1 bearing is running a couple of degrees warmer than it did last week,2,Xs2,MEDIUM,0.72,"[gpt-oss-120b] Bearing temperature sensor Xs2 shows a moderate increase, indicating early bearing wear.",False,1,2068.665027618408
gpt_oss_120b__production,L02,"motor on Machine 2 feels a touch warmer than normal, nothing urgent",0,Xs3,LOW,0.55,"[gpt-oss-120b] Motor temperature sensor Xs3 shows a slight increase, indicating a minor warm condition.",False,1,1092.170238494873
gpt_oss_120b__production,L02,"motor on Machine 2 feels a touch warmer than normal, nothing urgent",1,Xs3,MEDIUM,0.72,"[gpt-oss-120b] Motor temperature sensor Xs3 shows a mild increase, indicating a slight warming but not urgent.",False,1,2245.283603668213
gpt_oss_120b__production,L02,"motor on Machine 2 feels a touch warmer than normal, nothing urgent",2,Xs3,LOW,0.55,"[gpt-oss-120b] Motor temperature sensor Xs3 indicates a slight warmth increase, but no immediate action required.",False,1,1132.5023174285889
gpt_oss_120b__production,L03,Machine 3 oil pressure gauge is sitting a hair under its usual mark,0,Xs4,LOW,0.52,"[gpt-oss-120b] Oil pressure sensor Xs4 shows a slight drop, indicating a possible early pressure loss.",False,1,1126.4562606811523
gpt_oss_120b__production,L03,Machine 3 oil pressure gauge is sitting a hair under its usual mark,1,Xs4,LOW,0.52,"[gpt-oss-120b] Oil pressure sensor Xs4 shows a slight drop, indicating a possible minor pressure loss.",False,1,2332.1895599365234
gpt_oss_120b__production,L03,Machine 3 oil pressure gauge is sitting a hair under its usual mark,2,Xs4,LOW,0.52,"[gpt-oss-120b] Oil pressure sensor Xs4 shows a slight drop, indicating a minor early‑warning condition.",False,1,884.8321437835693
gpt_oss_120b__production,L04,"operators on Machine 4 can just about feel a faint buzz through the frame, parts still in tolerance",0,Xs12,MEDIUM,0.72,"[gpt-oss-120b] Acoustic sensor Xs12 detects a faint buzz, indicating a developing noise anomaly.",False,1,1900.4976749420168
gpt_oss_120b__production,L04,"operators on Machine 4 can just about feel a faint buzz through the frame, parts still in tolerance",1,Xs12,MEDIUM,0.72,[gpt-oss-120b] Acoustic sensor Xs12 detecting a faint buzz — minor vibration noted but components remain within tolerance.,False,1,1631.645917892456
gpt_oss_120b__production,L04,"operators on Machine 4 can just about feel a faint buzz through the frame, parts still in tolerance",2,Xs12,LOW,0.52,[gpt-oss-120b] Acoustic sensor Xs12 detecting a faint buzz — early indication of a minor vibration issue.,False,1,1808.8068962097168
gpt_oss_120b__production,L05,coolant flow on Machine 5 is down about 3 percent from baseline,0,W3,MEDIUM,0.72,"[gpt-oss-120b] Coolant flow sensor W3 indicates a slight 3% decrease, suggesting a possible minor leak or pump issue.",False,1,1749.452829360962
gpt_oss_120b__production,L05,coolant flow on Machine 5 is down about 3 percent from baseline,1,W3,LOW,0.55,[gpt-oss-120b] Coolant flow sensor W3 indicates a slight decrease of about 3% from baseline.,False,1,3723.5684394836426
gpt_oss_120b__production,L05,coolant flow on Machine 5 is down about 3 percent from baseline,2,W3,LOW,0.55,[gpt-oss-120b] Coolant flow sensor W3 indicates a slight decrease of about 3% from baseline.,False,1,4228.543996810913
gpt_oss_120b__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",0,Xs2,LOW,0.55,"[gpt-oss-120b] Bearing temperature sensor Xs2 indicates a slight warm condition, not yet a concern.",False,1,1610.504150390625
gpt_oss_120b__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",1,Xs2,LOW,0.55,"[gpt-oss-120b] Bearing temperature sensor Xs2 shows a slight rise, indicating a low‑severity warm condition.",False,1,1599.174976348877
gpt_oss_120b__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",2,Xs2,LOW,0.55,"[gpt-oss-120b] Bearing temperature sensor Xs2 shows a slight increase, indicating a minor early‑warning condition.",False,1,1065.741777420044
gpt_oss_120b__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",0,Xs3,MEDIUM,0.72,"[gpt-oss-120b] Motor temperature sensor Xs3 shows a moderate rise, indicating a potential overheating trend.",False,1,1573.9631652832031
gpt_oss_120b__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",1,Xs3,MEDIUM,0.72,"[gpt-oss-120b] Motor temperature sensor Xs3 shows a moderate rise, indicating a potential overheating trend.",False,1,1320.643663406372
gpt_oss_120b__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",2,Xs3,MEDIUM,0.72,"[gpt-oss-120b] Motor temperature sensor Xs3 shows a moderate rise, indicating a potential overheating issue.",False,1,1814.2399787902832
gpt_oss_120b__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",0,Xs4,LOW,0.55,"[gpt-oss-120b] Oil pressure sensor Xs4 shows a slight dip, indicating a minor early‑warning condition.",False,1,1228.9762496948242
gpt_oss_120b__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",1,Xs4,LOW,0.55,"[gpt-oss-120b] Oil pressure sensor Xs4 shows a slight dip, indicating a minor pressure drop.",False,1,840.8236503601074
gpt_oss_120b__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",2,Xs4,LOW,0.55,"[gpt-oss-120b] Oil pressure sensor Xs4 shows a slight dip, indicating a minor pressure drop.",False,1,1279.881477355957
gpt_oss_120b__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,0,Xs12,LOW,0.52,[gpt-oss-120b] Acoustic sensor Xs12 detects a slight increase in spindle noise toward the end of each shift.,False,1,1577.998161315918
gpt_oss_120b__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,1,Xs12,LOW,0.52,[gpt-oss-120b] Acoustic sensor Xs12 detects a slight increase in spindle noise toward the end of each shift.,False,1,1800.3160953521729
gpt_oss_120b__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,2,Xs12,LOW,0.52,[gpt-oss-120b] Acoustic sensor Xs12 detects a slight increase in spindle noise toward the end of each shift.,False,1,2020.848274230957
gpt_oss_120b__production,L10,Machine 5 current draw is 4 percent above its typical value,0,Xs11,MEDIUM,0.72,"[gpt-oss-120b] Current draw sensor Xs11 shows a moderate increase, about 4% above normal.",False,1,1488.3239269256592
gpt_oss_120b__production,L10,Machine 5 current draw is 4 percent above its typical value,1,Xs11,MEDIUM,0.72,[gpt-oss-120b] Current draw sensor Xs11 shows a moderate increase — possible load increase on Machine 5.,False,1,2877.673864364624
gpt_oss_120b__production,L10,Machine 5 current draw is 4 percent above its typical value,2,Xs11,MEDIUM,0.72,[gpt-oss-120b] Current draw sensor Xs11 shows a moderate increase of about 4% above normal.,False,1,1985.891819000244
gpt_oss_120b__production,L11,"Machine 1 bearing grease looked a bit dark at the last check, temperature still normal",0,Xs2,LOW,0.55,[gpt-oss-120b] Bearing temperature sensor Xs2 shows a low-level anomaly indicating possible grease degradation.,False,1,1240.37504196167
gpt_oss_120b__production,L11,"Machine 1 bearing grease looked a bit dark at the last check, temperature still normal",1,Xs2,LOW,0.55,"[gpt-oss-120b] Bearing sensor Xs2 indicates a minor grease discoloration, suggesting early wear despite normal temperature.",False,1,1255.8300495147705
gpt_oss_120b__production,L11,"Machine 1 bearing grease looked a bit dark at the last check, temperature still normal",2,Xs2,MEDIUM,0.72,"[gpt-oss-120b] Bearing temperature sensor Xs2 shows a moderate anomaly, indicating possible early bearing wear despite normal temperature.",False,1,2985.2309226989746
gpt_oss_120b__production,L12,"Machine 2 is nowhere near a shutdown, the motor is only a degree or two warm",0,Xs3,LOW,0.52,"[gpt-oss-120b] Motor temperature sensor Xs3 shows a slight rise, indicating a minor warm‑up.",False,1,1652.1756649017334
gpt_oss_120b__production,L12,"Machine 2 is nowhere near a shutdown, the motor is only a degree or two warm",1,Xs3,LOW,0.55,"[gpt-oss-120b] Motor temperature sensor Xs3 shows a slight rise, indicating a minor warm condition.",False,1,1556.872844696045
gpt_oss_120b__production,L12,"Machine 2 is nowhere near a shutdown, the motor is only a degree or two warm",2,Xs3,MEDIUM,0.71,"[gpt-oss-120b] Motor temperature sensor Xs3 shows a mild rise, indicating the motor is only slightly warm.",False,1,2547.125816345215
gpt_oss_120b__production,L13,"Machine 3 needed one extra second per cycle today, everything else looks fine",0,Xs13,MEDIUM,0.73,"[gpt-oss-120b] Cycle time sensor Xs13 indicates a moderate increase, suggesting a slowdown in production cycle.",False,1,1902.543067932129
gpt_oss_120b__production,L13,"Machine 3 needed one extra second per cycle today, everything else looks fine",1,Xs13,MEDIUM,0.73,"[gpt-oss-120b] Cycle time sensor Xs13 shows a moderate increase, indicating a slowdown in the production cycle.",False,1,1333.2078456878662
gpt_oss_120b__production,L13,"Machine 3 needed one extra second per cycle today, everything else looks fine",2,Xs13,MEDIUM,0.72,[gpt-oss-120b] Cycle time sensor Xs13 indicates a moderate increase — one extra second per cycle observed.,False,1,1606.290340423584
gpt_oss_120b__production,L14,"Machine 4 mein halka sa vibration hai, production normal chal raha hai",0,Xs0,LOW,0.55,"[gpt-oss-120b] Vibration sensor Xs0 shows a slight increase, indicating a minor imbalance.",False,1,993.7019348144532
gpt_oss_120b__production,L14,"Machine 4 mein halka sa vibration hai, production normal chal raha hai",1,Xs0,LOW,0.52,[gpt-oss-120b] Vibration sensor Xs0 indicates a slight vibration — early warning but production remains normal.,False,1,3505.0837993621826
gpt_oss_120b__production,L14,"Machine 4 mein halka sa vibration hai, production normal chal raha hai",2,Xs0,LOW,0.52,"[gpt-oss-120b] Slight vibration detected by sensor Xs0, indicating a minor early-stage issue.",False,1,976.332187652588
gpt_oss_120b__production,M01,"Machine 1 bearing is running hot, needs looking at this shift",0,Xs2,MEDIUM,0.73,"[gpt-oss-120b] Bearing temperature sensor Xs2 indicates elevated heat, suggesting possible bearing degradation.",False,1,1173.938512802124
gpt_oss_120b__production,M01,"Machine 1 bearing is running hot, needs looking at this shift",1,Xs2,MEDIUM,0.73,"[gpt-oss-120b] Bearing temperature sensor Xs2 indicates elevated heat on Machine 1, suggesting possible bearing degradation.",False,1,1488.086462020874
gpt_oss_120b__production,M01,"Machine 1 bearing is running hot, needs looking at this shift",2,Xs2,MEDIUM,0.73,"[gpt-oss-120b] Bearing temperature sensor Xs2 indicates elevated heat on Machine 1, suggesting possible bearing degradation.",False,1,1126.072883605957
gpt_oss_120b__production,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,0,Xs3,MEDIUM,0.78,[gpt-oss-120b] Motor temperature sensor Xs3 indicates rising heat as the line was slowed.,False,1,1115.7951354980469
gpt_oss_120b__production,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,1,Xs3,MEDIUM,0.73,"[gpt-oss-120b] Motor temperature sensor Xs3 indicates a rising temperature, prompting the operator to slow the production line.",False,1,1097.6531505584717
gpt_oss_120b__production,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,2,Xs3,MEDIUM,0.73,"[gpt-oss-120b] Motor temperature sensor Xs3 indicates a rising temperature, prompting the operator to reduce line speed.",False,1,1584.9792957305908
gpt_oss_120b__production,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,0,Xs4,MEDIUM,0.73,"[gpt-oss-120b] Oil pressure sensor Xs4 indicates a moderate drop, suggesting possible hydraulic pressure loss.",False,1,1226.9394397735596
gpt_oss_120b__production,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,1,Xs4,MEDIUM,0.73,"[gpt-oss-120b] Oil pressure sensor Xs4 indicates a moderate drop, suggesting possible hydraulic pressure loss.",False,1,1604.7039031982422
gpt_oss_120b__production,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,2,Xs4,MEDIUM,0.73,"[gpt-oss-120b] Oil pressure sensor Xs4 detected a moderate drop, indicating possible hydraulic pressure loss.",False,1,1329.322338104248
gpt_oss_120b__production,M04,Machine 4 is shaking noticeably and the parts are coming out rough,0,Xs0,MEDIUM,0.73,"[gpt-oss-120b] Vibration sensor Xs0 indicates noticeable shaking, suggesting mechanical imbalance.",False,1,1323.350429534912
gpt_oss_120b__production,M04,Machine 4 is shaking noticeably and the parts are coming out rough,1,Xs0,MEDIUM,0.73,"[gpt-oss-120b] Vibration sensor Xs0 indicates noticeable shaking, suggesting mechanical imbalance leading to rough parts.",False,1,1455.885648727417
gpt_oss_120b__production,M04,Machine 4 is shaking noticeably and the parts are coming out rough,2,Xs0,MEDIUM,0.73,"[gpt-oss-120b] Vibration sensor Xs0 indicates a noticeable shake, suggesting possible imbalance or wear.",False,1,1679.805040359497
gpt_oss_120b__production,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,0,W3,MEDIUM,0.73,"[gpt-oss-120b] Coolant flow sensor W3 indicates reduced flow, suggesting a leak or blockage near Machine 5.",False,1,1522.5355625152588
gpt_oss_120b__production,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,1,W3,MEDIUM,0.78,"[gpt-oss-120b] Coolant flow sensor W3 indicates reduced flow, suggesting a leak under Machine 5.",False,1,2134.1514587402344
gpt_oss_120b__production,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,2,W3,MEDIUM,0.78,"[gpt-oss-120b] Coolant flow sensor W3 indicates reduced flow, suggesting a leak or blockage near Machine 5.",False,1,1858.659267425537
gpt_oss_120b__production,M06,Machine 1 bearing temperature is well above where it normally sits,0,Xs2,MEDIUM,0.78,"[gpt-oss-120b] Bearing temperature sensor Xs2 reading is elevated, indicating possible bearing degradation.",False,1,2033.4007740020752
gpt_oss_120b__production,M06,Machine 1 bearing temperature is well above where it normally sits,1,Xs2,MEDIUM,0.78,"[gpt-oss-120b] Bearing temperature sensor Xs2 indicates a significant rise, suggesting possible bearing overheating.",False,1,1683.2246780395508
gpt_oss_120b__production,M06,Machine 1 bearing temperature is well above where it normally sits,2,Xs2,MEDIUM,0.78,[gpt-oss-120b] Bearing temperature sensor Xs2 indicates a significant rise above normal levels.,False,1,1492.4187660217283
gpt_oss_120b__production,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",0,Xs3,MEDIUM,0.73,[gpt-oss-120b] Motor temperature sensor Xs3 indicates elevated heat on Machine 2.,False,1,3535.632848739624
gpt_oss_120b__production,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",1,Xs3,MEDIUM,0.78,"[gpt-oss-120b] Motor temperature sensor Xs3 indicates elevated heat on Machine 2, suggesting possible motor overheating.",False,1,1282.8350067138672
gpt_oss_120b__production,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",2,Xs3,MEDIUM,0.78,[gpt-oss-120b] Motor temperature sensor Xs3 indicates elevated heat on Machine 2.,False,1,2330.218553543091
gpt_oss_120b__production,M08,"M3 oil press low again, topping up didnt fix it",0,Xs4,MEDIUM,0.73,[gpt-oss-120b] Oil pressure sensor Xs4 indicates a persistent low reading despite topping up.,False,1,1595.4265594482422
gpt_oss_120b__production,M08,"M3 oil press low again, topping up didnt fix it",1,Xs4,MEDIUM,0.73,[gpt-oss-120b] Oil pressure sensor Xs4 showing low pressure despite topping up.,False,1,1378.687858581543
gpt_oss_120b__production,M08,"M3 oil press low again, topping up didnt fix it",2,Xs4,MEDIUM,0.73,[gpt-oss-120b] Oil pressure sensor Xs4 reading low — pressure not restored after topping up.,False,1,1495.666265487671
gpt_oss_120b__production,M09,vibration on Machine 4 has doubled since the morning inspection,0,Xs0,MEDIUM,0.78,"[gpt-oss-120b] Vibration sensor Xs0 shows a medium-level increase, indicating possible imbalance on Machine 4.",False,1,1022.3422050476074
gpt_oss_120b__production,M09,vibration on Machine 4 has doubled since the morning inspection,1,Xs0,MEDIUM,0.78,"[gpt-oss-120b] Vibration sensor Xs0 shows a medium-level increase, indicating possible imbalance or wear.",False,1,4979.701995849609
gpt_oss_120b__production,M09,vibration on Machine 4 has doubled since the morning inspection,2,Xs0,MEDIUM,0.78,"[gpt-oss-120b] Vibration sensor Xs0 indicates a medium-level increase, suggesting possible imbalance on Machine 4.",False,1,1343.9347743988037
gpt_oss_120b__production,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",0,Xs11,MEDIUM,0.78,"[gpt-oss-120b] Current sensor Xs11 shows elevated amperage across the shift, indicating possible motor overload.",False,1,1082.2811126708984
gpt_oss_120b__production,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",1,Xs11,MEDIUM,0.78,"[gpt-oss-120b] Current sensor Xs11 shows a sustained high draw, indicating possible motor overload.",False,1,1010.988473892212
gpt_oss_120b__production,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",2,Xs11,MEDIUM,0.78,"[gpt-oss-120b] Current sensor Xs11 shows elevated readings throughout the shift, indicating possible motor overload.",False,1,2181.560754776001
gpt_oss_120b__production,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,0,Xs6,MEDIUM,0.73,"[gpt-oss-120b] Spindle load sensor Xs6 indicates frequent overload trips, suggesting possible tool jam or excessive load.",False,1,1229.0866374969482
gpt_oss_120b__production,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,1,Xs6,MEDIUM,0.78,[gpt-oss-120b] Spindle load sensor Xs6 indicating frequent overload trips — possible tool jam or excessive load.,False,1,1534.919500350952
gpt_oss_120b__production,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,2,Xs6,MEDIUM,0.73,"[gpt-oss-120b] Spindle load sensor Xs6 indicates frequent overload trips, suggesting possible tool jamming or load buildup.",False,1,1413.7766361236572
gpt_oss_120b__production,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,0,Xs7,MEDIUM,0.73,"[gpt-oss-120b] Torque sensor Xs7 shows a rising trend, indicating possible overload or tool jamming.",False,1,1014.8873329162598
gpt_oss_120b__production,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,1,Xs7,MEDIUM,0.73,"[gpt-oss-120b] Torque sensor Xs7 shows increasing readings, indicating possible overload or mechanical stress.",False,1,1284.024953842163
gpt_oss_120b__production,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,2,Xs7,MEDIUM,0.73,"[gpt-oss-120b] Torque sensor Xs7 shows a rising trend, indicating increasing load and higher reject rate.",False,1,1194.2861080169678
gpt_oss_120b__production,M13,Machine 3 ka oil pressure baar baar gir raha hai,0,Xs4,MEDIUM,0.73,"[gpt-oss-120b] Oil pressure sensor Xs4 showing repeated drops, indicating a possible lubrication problem.",False,1,1546.250343322754
gpt_oss_120b__production,M13,Machine 3 ka oil pressure baar baar gir raha hai,1,Xs4,MEDIUM,0.73,"[gpt-oss-120b] Oil pressure sensor Xs4 indicating repeated drops, suggesting possible hydraulic leak or pressure loss.",False,1,1867.351055145264
gpt_oss_120b__production,M13,Machine 3 ka oil pressure baar baar gir raha hai,2,Xs4,MEDIUM,0.73,[gpt-oss-120b] Oil pressure sensor Xs4 indicating repeated drops — possible hydraulic pressure loss.,False,1,1184.5998764038086
